problem_id,title,difficulty,url
105,Construct Binary Tree from Preorder and Inorder Traversal,Medium,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/
114,Flatten Binary Tree to Linked List,Medium,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/
116,Populating Next Right Pointers in Each Node,Medium,https://leetcode.com/problems/populating-next-right-pointers-in-each-node/
118,Pascal's Triangle,Easy,https://leetcode.com/problems/pascals-triangle/
119,Pascal's Triangle II,Easy,https://leetcode.com/problems/pascals-triangle-ii/
120,Triangle,Medium,https://leetcode.com/problems/triangle/
121,Best Time to Buy and Sell Stock,Easy,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/
122,Best Time to Buy and Sell Stock II,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/
123,Best Time to Buy and Sell Stock III,Hard,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/
124,Binary Tree Maximum Path Sum,Hard,https://leetcode.com/problems/binary-tree-maximum-path-sum/
125,Valid Palindrome,Easy,https://leetcode.com/problems/valid-palindrome/
126,Word Ladder II,Hard,https://leetcode.com/problems/word-ladder-ii/
127,Word Ladder,Hard,https://leetcode.com/problems/word-ladder/
128,Longest Consecutive Sequence,Medium,https://leetcode.com/problems/longest-consecutive-sequence/
130,Surrounded Regions,Medium,https://leetcode.com/problems/surrounded-regions/
133,Clone Graph,Medium,https://leetcode.com/problems/clone-graph/
134,Gas Station,Medium,https://leetcode.com/problems/gas-station/
136,Single Number,Easy,https://leetcode.com/problems/single-number/
138,Copy List with Random Pointer,Medium,https://leetcode.com/problems/copy-list-with-random-pointer/
139,Word Break,Medium,https://leetcode.com/problems/word-break/
141,Linked List Cycle,Easy,https://leetcode.com/problems/linked-list-cycle/
146,LRU Cache,Medium,https://leetcode.com/problems/lru-cache/
148,Sort List,Medium,https://leetcode.com/problems/sort-list/
150,Evaluate Reverse Polish Notation,Medium,https://leetcode.com/problems/evaluate-reverse-polish-notation/
151,Reverse Words in a String,Medium,https://leetcode.com/problems/reverse-words-in-a-string/
152,Maximum Product Subarray,Medium,https://leetcode.com/problems/maximum-product-subarray/
153,Find Minimum in Rotated Sorted Array,Medium,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/
155,Min Stack,Medium,https://leetcode.com/problems/min-stack/
160,Intersection of Two Linked Lists,Easy,https://leetcode.com/problems/intersection-of-two-linked-lists/
162,Find Peak Element,Medium,https://leetcode.com/problems/find-peak-element/
164,Maximum Gap,Medium,https://leetcode.com/problems/maximum-gap/
166,Fraction to Recurring Decimal,Medium,https://leetcode.com/problems/fraction-to-recurring-decimal/
167,Two Sum II - Input Array Is Sorted,Medium,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/
168,Excel Sheet Column Title,Easy,https://leetcode.com/problems/excel-sheet-column-title/
169,Majority Element,Easy,https://leetcode.com/problems/majority-element/
175,Combine Two Tables,Easy,https://leetcode.com/problems/combine-two-tables/
176,Second Highest Salary,Medium,https://leetcode.com/problems/second-highest-salary/
179,Largest Number,Medium,https://leetcode.com/problems/largest-number/
189,Rotate Array,Medium,https://leetcode.com/problems/rotate-array/
191,Number of 1 Bits,Easy,https://leetcode.com/problems/number-of-1-bits/
197,Rising Temperature,Easy,https://leetcode.com/problems/rising-temperature/
198,House Robber,Medium,https://leetcode.com/problems/house-robber/
199,Binary Tree Right Side View,Medium,https://leetcode.com/problems/binary-tree-right-side-view/
200,Number of Islands,Medium,https://leetcode.com/problems/number-of-islands/
202,Happy Number,Easy,https://leetcode.com/problems/happy-number/
203,Remove Linked List Elements,Easy,https://leetcode.com/problems/remove-linked-list-elements/
204,Count Primes,Medium,https://leetcode.com/problems/count-primes/
205,Isomorphic Strings,Easy,https://leetcode.com/problems/isomorphic-strings/
206,Reverse Linked List,Easy,https://leetcode.com/problems/reverse-linked-list/
207,Course Schedule,Medium,https://leetcode.com/problems/course-schedule/
209,Minimum Size Subarray Sum,Medium,https://leetcode.com/problems/minimum-size-subarray-sum/
210,Course Schedule II,Medium,https://leetcode.com/problems/course-schedule-ii/
211,Design Add and Search Words Data Structure,Medium,https://leetcode.com/problems/design-add-and-search-words-data-structure/
213,House Robber II,Medium,https://leetcode.com/problems/house-robber-ii/
214,Shortest Palindrome,Hard,https://leetcode.com/problems/shortest-palindrome/
215,Kth Largest Element in an Array,Medium,https://leetcode.com/problems/kth-largest-element-in-an-array/
216,Combination Sum III,Medium,https://leetcode.com/problems/combination-sum-iii/
217,Contains Duplicate,Easy,https://leetcode.com/problems/contains-duplicate/
219,Contains Duplicate II,Easy,https://leetcode.com/problems/contains-duplicate-ii/
221,Maximal Square,Medium,https://leetcode.com/problems/maximal-square/
222,Count Complete Tree Nodes,Easy,https://leetcode.com/problems/count-complete-tree-nodes/
224,Basic Calculator,Hard,https://leetcode.com/problems/basic-calculator/
225,Implement Stack using Queues,Easy,https://leetcode.com/problems/implement-stack-using-queues/
226,Invert Binary Tree,Easy,https://leetcode.com/problems/invert-binary-tree/
227,Basic Calculator II,Medium,https://leetcode.com/problems/basic-calculator-ii/
228,Summary Ranges,Easy,https://leetcode.com/problems/summary-ranges/
229,Majority Element II,Medium,https://leetcode.com/problems/majority-element-ii/
230,Kth Smallest Element in a BST,Medium,https://leetcode.com/problems/kth-smallest-element-in-a-bst/
231,Power of Two,Easy,https://leetcode.com/problems/power-of-two/
232,Implement Queue using Stacks,Easy,https://leetcode.com/problems/implement-queue-using-stacks/
234,Palindrome Linked List,Easy,https://leetcode.com/problems/palindrome-linked-list/
235,Lowest Common Ancestor of a Binary Search Tree,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/
236,Lowest Common Ancestor of a Binary Tree,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/
238,Product of Array Except Self,Medium,https://leetcode.com/problems/product-of-array-except-self/
239,Sliding Window Maximum,Hard,https://leetcode.com/problems/sliding-window-maximum/
240,Search a 2D Matrix II,Medium,https://leetcode.com/problems/search-a-2d-matrix-ii/
241,Different Ways to Add Parentheses,Medium,https://leetcode.com/problems/different-ways-to-add-parentheses/
242,Valid Anagram,Easy,https://leetcode.com/problems/valid-anagram/
249,Group Shifted Strings,Medium,https://leetcode.com/problems/group-shifted-strings/
253,Meeting Rooms II,Medium,https://leetcode.com/problems/meeting-rooms-ii/
258,Add Digits,Easy,https://leetcode.com/problems/add-digits/
260,Single Number III,Medium,https://leetcode.com/problems/single-number-iii/
261,Graph Valid Tree,Medium,https://leetcode.com/problems/graph-valid-tree/
263,Ugly Number,Easy,https://leetcode.com/problems/ugly-number/
268,Missing Number,Easy,https://leetcode.com/problems/missing-number/
269,Alien Dictionary,Hard,https://leetcode.com/problems/alien-dictionary/
271,Encode and Decode Strings,Medium,https://leetcode.com/problems/encode-and-decode-strings/
273,Integer to English Words,Hard,https://leetcode.com/problems/integer-to-english-words/
274,H-Index,Medium,https://leetcode.com/problems/h-index/
278,First Bad Version,Easy,https://leetcode.com/problems/first-bad-version/
280,Wiggle Sort,Medium,https://leetcode.com/problems/wiggle-sort/
282,Expression Add Operators,Hard,https://leetcode.com/problems/expression-add-operators/
283,Move Zeroes,Easy,https://leetcode.com/problems/move-zeroes/
287,Find the Duplicate Number,Medium,https://leetcode.com/problems/find-the-duplicate-number/
295,Find Median from Data Stream,Hard,https://leetcode.com/problems/find-median-from-data-stream/
299,Bulls and Cows,Medium,https://leetcode.com/problems/bulls-and-cows/
300,Longest Increasing Subsequence,Medium,https://leetcode.com/problems/longest-increasing-subsequence/
301,Remove Invalid Parentheses,Hard,https://leetcode.com/problems/remove-invalid-parentheses/
303,Range Sum Query - Immutable,Easy,https://leetcode.com/problems/range-sum-query-immutable/
308,Range Sum Query 2D - Mutable,Medium,https://leetcode.com/problems/range-sum-query-2d-mutable/
309,Best Time to Buy and Sell Stock with Cooldown,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/
310,Minimum Height Trees,Medium,https://leetcode.com/problems/minimum-height-trees/
312,Burst Balloons,Hard,https://leetcode.com/problems/burst-balloons/
314,Binary Tree Vertical Order Traversal,Medium,https://leetcode.com/problems/binary-tree-vertical-order-traversal/
315,Count of Smaller Numbers After Self,Hard,https://leetcode.com/problems/count-of-smaller-numbers-after-self/
317,Shortest Distance from All Buildings,Hard,https://leetcode.com/problems/shortest-distance-from-all-buildings/
322,Coin Change,Medium,https://leetcode.com/problems/coin-change/
328,Odd Even Linked List,Medium,https://leetcode.com/problems/odd-even-linked-list/
329,Longest Increasing Path in a Matrix,Hard,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/
332,Reconstruct Itinerary,Hard,https://leetcode.com/problems/reconstruct-itinerary/
334,Increasing Triplet Subsequence,Medium,https://leetcode.com/problems/increasing-triplet-subsequence/
337,House Robber III,Medium,https://leetcode.com/problems/house-robber-iii/
341,Flatten Nested List Iterator,Medium,https://leetcode.com/problems/flatten-nested-list-iterator/
344,Reverse String,Easy,https://leetcode.com/problems/reverse-string/
346,Moving Average from Data Stream,Easy,https://leetcode.com/problems/moving-average-from-data-stream/
347,Top K Frequent Elements,Medium,https://leetcode.com/problems/top-k-frequent-elements/
349,Intersection of Two Arrays,Easy,https://leetcode.com/problems/intersection-of-two-arrays/
351,Android Unlock Patterns,Medium,https://leetcode.com/problems/android-unlock-patterns/
354,Russian Doll Envelopes,Hard,https://leetcode.com/problems/russian-doll-envelopes/
360,Sort Transformed Array,Medium,https://leetcode.com/problems/sort-transformed-array/
362,Design Hit Counter,Medium,https://leetcode.com/problems/design-hit-counter/
364,Nested List Weight Sum II,Medium,https://leetcode.com/problems/nested-list-weight-sum-ii/
366,Find Leaves of Binary Tree,Medium,https://leetcode.com/problems/find-leaves-of-binary-tree/
367,Valid Perfect Square,Easy,https://leetcode.com/problems/valid-perfect-square/
377,Combination Sum IV,Medium,https://leetcode.com/problems/combination-sum-iv/
380,Insert Delete GetRandom O(1),Medium,https://leetcode.com/problems/insert-delete-getrandom-o1/
382,Linked List Random Node,Medium,https://leetcode.com/problems/linked-list-random-node/
383,Ransom Note,Easy,https://leetcode.com/problems/ransom-note/
386,Lexicographical Numbers,Medium,https://leetcode.com/problems/lexicographical-numbers/
387,First Unique Character in a String,Easy,https://leetcode.com/problems/first-unique-character-in-a-string/
389,Find the Difference,Easy,https://leetcode.com/problems/find-the-difference/
390,Elimination Game,Medium,https://leetcode.com/problems/elimination-game/
392,Is Subsequence,Easy,https://leetcode.com/problems/is-subsequence/
394,Decode String,Medium,https://leetcode.com/problems/decode-string/
395,Longest Substring with At Least K Repeating Characters,Medium,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters/
409,Longest Palindrome,Easy,https://leetcode.com/problems/longest-palindrome/
410,Split Array Largest Sum,Hard,https://leetcode.com/problems/split-array-largest-sum/
412,Fizz Buzz,Easy,https://leetcode.com/problems/fizz-buzz/
414,Third Maximum Number,Easy,https://leetcode.com/problems/third-maximum-number/
415,Add Strings,Easy,https://leetcode.com/problems/add-strings/
416,Partition Equal Subset Sum,Medium,https://leetcode.com/problems/partition-equal-subset-sum/
417,Pacific Atlantic Water Flow,Medium,https://leetcode.com/problems/pacific-atlantic-water-flow/
423,Reconstruct Original Digits from English,Medium,https://leetcode.com/problems/reconstruct-original-digits-from-english/
424,Longest Repeating Character Replacement,Medium,https://leetcode.com/problems/longest-repeating-character-replacement/
430,Flatten a Multilevel Doubly Linked List,Medium,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list/
432,All O`one Data Structure,Hard,https://leetcode.com/problems/all-oone-data-structure/
433,Minimum Genetic Mutation,Medium,https://leetcode.com/problems/minimum-genetic-mutation/
438,Find All Anagrams in a String,Medium,https://leetcode.com/problems/find-all-anagrams-in-a-string/
440,K-th Smallest in Lexicographical Order,Hard,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order/
442,Find All Duplicates in an Array,Medium,https://leetcode.com/problems/find-all-duplicates-in-an-array/
443,String Compression,Medium,https://leetcode.com/problems/string-compression/
446,Arithmetic Slices II - Subsequence,Hard,https://leetcode.com/problems/arithmetic-slices-ii-subsequence/
451,Sort Characters By Frequency,Medium,https://leetcode.com/problems/sort-characters-by-frequency/
453,Minimum Moves to Equal Array Elements,Medium,https://leetcode.com/problems/minimum-moves-to-equal-array-elements/
459,Repeated Substring Pattern,Easy,https://leetcode.com/problems/repeated-substring-pattern/
486,Predict the Winner,Medium,https://leetcode.com/problems/predict-the-winner/
489,Robot Room Cleaner,Hard,https://leetcode.com/problems/robot-room-cleaner/
493,Reverse Pairs,Hard,https://leetcode.com/problems/reverse-pairs/
496,Next Greater Element I,Easy,https://leetcode.com/problems/next-greater-element-i/
506,Relative Ranks,Easy,https://leetcode.com/problems/relative-ranks/
509,Fibonacci Number,Easy,https://leetcode.com/problems/fibonacci-number/
518,Coin Change II,Medium,https://leetcode.com/problems/coin-change-ii/
523,Continuous Subarray Sum,Medium,https://leetcode.com/problems/continuous-subarray-sum/
525,Contiguous Array,Medium,https://leetcode.com/problems/contiguous-array/
528,Random Pick with Weight,Medium,https://leetcode.com/problems/random-pick-with-weight/
539,Minimum Time Difference,Medium,https://leetcode.com/problems/minimum-time-difference/
540,Single Element in a Sorted Array,Medium,https://leetcode.com/problems/single-element-in-a-sorted-array/
542,01 Matrix,Medium,https://leetcode.com/problems/01-matrix/
543,Diameter of Binary Tree,Easy,https://leetcode.com/problems/diameter-of-binary-tree/
546,Remove Boxes,Hard,https://leetcode.com/problems/remove-boxes/
547,Number of Provinces,Medium,https://leetcode.com/problems/number-of-provinces/
550,Game Play Analysis IV,Medium,https://leetcode.com/problems/game-play-analysis-iv/
552,Student Attendance Record II,Hard,https://leetcode.com/problems/student-attendance-record-ii/
560,Subarray Sum Equals K,Medium,https://leetcode.com/problems/subarray-sum-equals-k/
567,Permutation in String,Medium,https://leetcode.com/problems/permutation-in-string/
570,Managers with at Least 5 Direct Reports,Medium,https://leetcode.com/problems/managers-with-at-least-5-direct-reports/
572,Subtree of Another Tree,Easy,https://leetcode.com/problems/subtree-of-another-tree/
577,Employee Bonus,Easy,https://leetcode.com/problems/employee-bonus/
581,Shortest Unsorted Continuous Subarray,Medium,https://leetcode.com/problems/shortest-unsorted-continuous-subarray/
584,Find Customer Referee,Easy,https://leetcode.com/problems/find-customer-referee/
586,Customer Placing the Largest Number of Orders,Easy,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders/
595,Big Countries,Easy,https://leetcode.com/problems/big-countries/
605,Can Place Flowers,Easy,https://leetcode.com/problems/can-place-flowers/
617,Merge Two Binary Trees,Easy,https://leetcode.com/problems/merge-two-binary-trees/
620,Not Boring Movies,Easy,https://leetcode.com/problems/not-boring-movies/
621,Task Scheduler,Medium,https://leetcode.com/problems/task-scheduler/
632,Smallest Range Covering Elements from K Lists,Hard,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists/
636,Exclusive Time of Functions,Medium,https://leetcode.com/problems/exclusive-time-of-functions/
641,Design Circular Deque,Medium,https://leetcode.com/problems/design-circular-deque/
642,Design Search Autocomplete System,Hard,https://leetcode.com/problems/design-search-autocomplete-system/
643,Maximum Average Subarray I,Easy,https://leetcode.com/problems/maximum-average-subarray-i/
652,Find Duplicate Subtrees,Medium,https://leetcode.com/problems/find-duplicate-subtrees/
658,Find K Closest Elements,Medium,https://leetcode.com/problems/find-k-closest-elements/
670,Maximum Swap,Medium,https://leetcode.com/problems/maximum-swap/
678,Valid Parenthesis String,Medium,https://leetcode.com/problems/valid-parenthesis-string/
679,24 Game,Hard,https://leetcode.com/problems/24-game/
680,Valid Palindrome II,Easy,https://leetcode.com/problems/valid-palindrome-ii/
681,Next Closest Time,Medium,https://leetcode.com/problems/next-closest-time/
682,Baseball Game,Easy,https://leetcode.com/problems/baseball-game/
684,Redundant Connection,Medium,https://leetcode.com/problems/redundant-connection/
686,Repeated String Match,Medium,https://leetcode.com/problems/repeated-string-match/
695,Max Area of Island,Medium,https://leetcode.com/problems/max-area-of-island/
703,Kth Largest Element in a Stream,Easy,https://leetcode.com/problems/kth-largest-element-in-a-stream/
704,Binary Search,Easy,https://leetcode.com/problems/binary-search/
706,Design HashMap,Easy,https://leetcode.com/problems/design-hashmap/
709,To Lower Case,Easy,https://leetcode.com/problems/to-lower-case/
713,Subarray Product Less Than K,Medium,https://leetcode.com/problems/subarray-product-less-than-k/
715,Range Module,Hard,https://leetcode.com/problems/range-module/
721,Accounts Merge,Medium,https://leetcode.com/problems/accounts-merge/
724,Find Pivot Index,Easy,https://leetcode.com/problems/find-pivot-index/
725,Split Linked List in Parts,Medium,https://leetcode.com/problems/split-linked-list-in-parts/
727,Minimum Window Subsequence,Hard,https://leetcode.com/problems/minimum-window-subsequence/
729,My Calendar I,Medium,https://leetcode.com/problems/my-calendar-i/
731,My Calendar II,Medium,https://leetcode.com/problems/my-calendar-ii/
735,Asteroid Collision,Medium,https://leetcode.com/problems/asteroid-collision/
739,Daily Temperatures,Medium,https://leetcode.com/problems/daily-temperatures/
741,Cherry Pickup,Hard,https://leetcode.com/problems/cherry-pickup/
743,Network Delay Time,Medium,https://leetcode.com/problems/network-delay-time/
746,Min Cost Climbing Stairs,Easy,https://leetcode.com/problems/min-cost-climbing-stairs/
767,Reorganize String,Medium,https://leetcode.com/problems/reorganize-string/
771,Jewels and Stones,Easy,https://leetcode.com/problems/jewels-and-stones/
772,Basic Calculator III,Hard,https://leetcode.com/problems/basic-calculator-iii/
773,Sliding Puzzle,Hard,https://leetcode.com/problems/sliding-puzzle/
777,Swap Adjacent in LR String,Medium,https://leetcode.com/problems/swap-adjacent-in-lr-string/
779,K-th Symbol in Grammar,Medium,https://leetcode.com/problems/k-th-symbol-in-grammar/
785,Is Graph Bipartite?,Medium,https://leetcode.com/problems/is-graph-bipartite/
796,Rotate String,Easy,https://leetcode.com/problems/rotate-string/
810,Chalkboard XOR Game,Hard,https://leetcode.com/problems/chalkboard-xor-game/
815,Bus Routes,Hard,https://leetcode.com/problems/bus-routes/
818,Race Car,Hard,https://leetcode.com/problems/race-car/
821,Shortest Distance to a Character,Easy,https://leetcode.com/problems/shortest-distance-to-a-character/
833,Find And Replace in String,Medium,https://leetcode.com/problems/find-and-replace-in-string/
843,Guess the Word,Hard,https://leetcode.com/problems/guess-the-word/
844,Backspace String Compare,Easy,https://leetcode.com/problems/backspace-string-compare/
852,Peak Index in a Mountain Array,Medium,https://leetcode.com/problems/peak-index-in-a-mountain-array/
856,Score of Parentheses,Medium,https://leetcode.com/problems/score-of-parentheses/
860,Lemonade Change,Easy,https://leetcode.com/problems/lemonade-change/
862,Shortest Subarray with Sum at Least K,Hard,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k/
863,All Nodes Distance K in Binary Tree,Medium,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/
866,Prime Palindrome,Medium,https://leetcode.com/problems/prime-palindrome/
867,Transpose Matrix,Easy,https://leetcode.com/problems/transpose-matrix/
875,Koko Eating Bananas,Medium,https://leetcode.com/problems/koko-eating-bananas/
876,Middle of the Linked List,Easy,https://leetcode.com/problems/middle-of-the-linked-list/
884,Uncommon Words from Two Sentences,Easy,https://leetcode.com/problems/uncommon-words-from-two-sentences/
888,Fair Candy Swap,Easy,https://leetcode.com/problems/fair-candy-swap/
900,RLE Iterator,Medium,https://leetcode.com/problems/rle-iterator/
901,Online Stock Span,Medium,https://leetcode.com/problems/online-stock-span/
904,Fruit Into Baskets,Medium,https://leetcode.com/problems/fruit-into-baskets/
905,Sort Array By Parity,Easy,https://leetcode.com/problems/sort-array-by-parity/
921,Minimum Add to Make Parentheses Valid,Medium,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/
929,Unique Email Addresses,Easy,https://leetcode.com/problems/unique-email-addresses/
930,Binary Subarrays With Sum,Medium,https://leetcode.com/problems/binary-subarrays-with-sum/
938,Range Sum of BST,Easy,https://leetcode.com/problems/range-sum-of-bst/
939,Minimum Area Rectangle,Medium,https://leetcode.com/problems/minimum-area-rectangle/
946,Validate Stack Sequences,Medium,https://leetcode.com/problems/validate-stack-sequences/
962,Maximum Width Ramp,Medium,https://leetcode.com/problems/maximum-width-ramp/
973,K Closest Points to Origin,Medium,https://leetcode.com/problems/k-closest-points-to-origin/
974,Subarray Sums Divisible by K,Medium,https://leetcode.com/problems/subarray-sums-divisible-by-k/
975,Odd Even Jump,Hard,https://leetcode.com/problems/odd-even-jump/
977,Squares of a Sorted Array,Easy,https://leetcode.com/problems/squares-of-a-sorted-array/
981,Time Based Key-Value Store,Medium,https://leetcode.com/problems/time-based-key-value-store/
983,Minimum Cost For Tickets,Medium,https://leetcode.com/problems/minimum-cost-for-tickets/
986,Interval List Intersections,Medium,https://leetcode.com/problems/interval-list-intersections/
